t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T0041,1.3548475970709395,-85.68957551732757,-89.62917551732757,-56.28000000000001,85.68957551732757,89.62917551732757,56.28000000000001,1.0,0.07,89.62917551732757,0.0
T0042,0.6529833333333334,-85.93023072387135,-89.91673072387135,-56.95,85.93023072387135,89.91673072387135,56.95,1.0,0.07,89.91673072387135,0.0
T0043,0.6529833333333334,-90.18300332906318,-94.99830332906319,-68.79,90.18300332906318,94.99830332906319,68.79,1.0,0.07,94.99830332906319,0.0
T0044,0.6529833333333334,-86.53007280585364,-90.63347280585364,-58.62,86.53007280585364,90.63347280585364,58.62,1.0,0.07,90.63347280585364,0.0
T0045,0.6529833333333334,-85.68957551732761,-89.79297551732762,-58.62,85.68957551732761,89.79297551732762,58.62,1.0,0.07,89.79297551732762,0.0
T0046,0.6940083333333308,-85.68957551732761,-89.62917551732761,-56.27999999999999,85.68957551732761,89.62917551732761,56.27999999999999,1.0,0.07,89.62917551732761,0.0
T0047,0.6529833333333334,-88.99768664011613,-93.58198664011613,-65.49000000000001,88.99768664011613,93.58198664011613,65.49000000000001,1.0,0.07,93.58198664011613,0.0
T0048,0.6529833333333334,-85.68957551732761,-89.79297551732762,-58.62,85.68957551732761,89.79297551732762,58.62,1.0,0.07,89.79297551732762,0.0
T0049,0.6529833333333334,-85.7003511235907,-89.6420511235907,-56.309999999999995,85.7003511235907,89.6420511235907,56.309999999999995,1.0,0.07,89.6420511235907,0.0
T0050,0.6529833333333334,-85.68957551732761,-89.79297551732762,-58.62,85.68957551732761,89.79297551732762,58.62,1.0,0.07,89.79297551732762,0.0
T0051,0.6529833333333334,-86.53007280585364,-90.63347280585364,-58.62,86.53007280585364,90.63347280585364,58.62,1.0,0.07,90.63347280585364,0.0
T0052,0.6529833333333334,-87.67228706974807,-91.99828706974807,-61.8,87.67228706974807,91.99828706974807,61.8,1.0,0.07,91.99828706974807,0.0
T0053,0.9809263838550225,-85.68957551732761,-89.62917551732761,-56.27999999999999,85.68957551732761,89.62917551732761,56.27999999999999,1.0,0.07,89.62917551732761,0.0
T0054,0.9800236161449768,-85.68957551732761,-89.62917551732761,-56.27999999999998,85.68957551732761,89.62917551732761,56.27999999999998,1.0,0.07,89.62917551732761,0.0
T0055,1.6324583333333331,-85.68957551732761,-89.58780551732761,-55.689,85.68957551732761,89.58780551732761,55.689,1.0,0.07,89.58780551732761,0.0
T0056,1.6324583333333331,-85.68957551732761,-89.58780551732761,-55.689,85.68957551732761,89.58780551732761,55.689,1.0,0.07,89.58780551732761,0.0
T0057,0.6529833333333334,-85.68957551732761,-90.09187551732761,-62.89,85.68957551732761,90.09187551732761,62.89,1.0,0.07,90.09187551732761,0.0
T0068,0.6529833333333334,-85.68957551732761,-89.99527551732761,-61.51,85.68957551732761,89.99527551732761,61.51,1.0,0.07,89.99527551732761,0.0
T0069,0.979475,-85.68957551732757,-89.61237551732756,-56.04,85.68957551732757,89.61237551732756,56.04,1.0,0.07,89.61237551732756,0.0
T0070,1.6324583333333331,-85.68957551732757,-89.50037551732757,-54.44,85.68957551732757,89.50037551732757,54.44,1.0,0.07,89.50037551732757,0.0
T0071,1.6324583333333331,-85.68957551732757,-89.33587551732757,-52.09,85.68957551732757,89.33587551732757,52.09,1.0,0.07,89.33587551732757,0.0
T0072,1.6324583333333331,-85.68957551732757,-89.18817551732756,-49.98,85.68957551732757,89.18817551732756,49.98,1.0,0.07,89.18817551732756,0.0
T0073,1.6324583333333331,-85.68957551732757,-89.18047551732757,-49.87,85.68957551732757,89.18047551732757,49.87,1.0,0.07,89.18047551732757,0.0
T0074,1.6324583333333331,-85.68957551732757,-88.98727551732757,-47.11,85.68957551732757,88.98727551732757,47.11,1.0,0.07,88.98727551732757,0.0
T0075,1.6324583333333331,-85.68957551732757,-88.98447551732757,-47.07,85.68957551732757,88.98447551732757,47.07,1.0,0.07,88.98447551732757,0.0
T0076,1.6324583333333331,-85.68957551732757,-88.97537551732756,-46.94,85.68957551732757,88.97537551732756,46.94,1.0,0.07,88.97537551732756,0.0
T0077,1.6324583333333331,-85.68957551732757,-88.97957551732758,-47.0,85.68957551732757,88.97957551732758,47.0,1.0,0.07,88.97957551732758,0.0
T0078,1.6324583333333331,-85.68957551732757,-88.97537551732756,-46.94,85.68957551732757,88.97537551732756,46.94,1.0,0.07,88.97537551732756,0.0
T0079,1.6324583333333331,-85.68957551732757,-89.16087551732757,-49.59,85.68957551732757,89.16087551732757,49.59,1.0,0.07,89.16087551732757,0.0
T0080,1.6324583333333331,-85.68957551732757,-89.55847551732757,-55.27,85.68957551732757,89.55847551732757,55.27,1.0,0.07,89.55847551732757,0.0
T0081,1.6324583333333331,-85.68957551732757,-89.50037551732757,-54.44,85.68957551732757,89.50037551732757,54.44,1.0,0.07,89.50037551732757,0.0
T0082,1.6324583333333331,-85.68957551732757,-89.48217551732756,-54.18,85.68957551732757,89.48217551732756,54.18,1.0,0.07,89.48217551732756,0.0
T0083,1.6324583333333331,-85.68957551732757,-89.46257551732756,-53.9,85.68957551732757,89.46257551732756,53.9,1.0,0.07,89.46257551732756,0.0
T0084,1.6324583333333331,-85.68957551732757,-89.40027551732757,-53.01,85.68957551732757,89.40027551732757,53.01,1.0,0.07,89.40027551732757,0.0
T0085,1.6324583333333331,-85.68957551732757,-89.31137551732758,-51.74,85.68957551732757,89.31137551732758,51.74,1.0,0.07,89.31137551732758,0.0
T0086,1.6324583333333331,-85.68957551732757,-89.30157551732756,-51.6,85.68957551732757,89.30157551732756,51.6,1.0,0.07,89.30157551732756,0.0
T0087,1.6324583333333331,-85.68957551732757,-89.28827551732756,-51.41,85.68957551732757,89.28827551732756,51.41,1.0,0.07,89.28827551732756,0.0
T0088,1.6324583333333331,-85.68957551732757,-89.30787551732757,-51.69,85.68957551732757,89.30787551732757,51.69,1.0,0.07,89.30787551732757,0.0
T0089,1.6324583333333331,-85.68957551732757,-89.37087551732758,-52.59,85.68957551732757,89.37087551732758,52.59,1.0,0.07,89.37087551732758,0.0
T0090,1.6324583333333331,-85.68957551732757,-89.42337551732757,-53.34,85.68957551732757,89.42337551732757,53.34,1.0,0.07,89.42337551732757,0.0
T0091,1.6324583333333331,-85.68957551732757,-89.38627551732758,-52.81,85.68957551732757,89.38627551732758,52.81,1.0,0.07,89.38627551732758,0.0
T0092,1.6324583333333331,-85.68957551732757,-89.32187551732757,-51.89,85.68957551732757,89.32187551732757,51.89,1.0,0.07,89.32187551732757,0.0
T0093,1.6324583333333331,-85.68957551732757,-88.95017551732757,-46.58,85.68957551732757,88.95017551732757,46.58,1.0,0.07,88.95017551732757,0.0
T0094,1.6324583333333331,-85.68957551732757,-88.86967551732756,-45.43,85.68957551732757,88.86967551732756,45.43,1.0,0.07,88.86967551732756,0.0
T0095,1.6324583333333331,-85.68957551732757,-88.76677551732757,-43.96,85.68957551732757,88.76677551732757,43.96,1.0,0.07,88.76677551732757,0.0
T0096,1.6324583333333331,-85.68957551732757,-87.88827551732757,-31.41,85.68957551732757,87.88827551732757,31.41,1.0,0.07,87.88827551732757,0.0
T0097,1.6324583333333331,-85.68957551732757,-87.57257551732756,-26.9,85.68957551732757,87.57257551732756,26.9,1.0,0.07,87.57257551732756,0.0
T0098,1.6324583333333331,-85.68957551732757,-87.44797551732756,-25.12,85.68957551732757,87.44797551732756,25.12,1.0,0.07,87.44797551732756,0.0
T0099,1.6324583333333331,-85.68957551732757,-87.37797551732757,-24.12,85.68957551732757,87.37797551732757,24.12,1.0,0.07,87.37797551732757,0.0
T0100,1.6324583333333331,-85.68957551732757,-87.23237551732757,-22.04,85.68957551732757,87.23237551732757,22.04,1.0,0.07,87.23237551732757,0.0
T0101,1.6324583333333331,-85.68957551732757,-87.23237551732757,-22.04,85.68957551732757,87.23237551732757,22.04,1.0,0.07,87.23237551732757,0.0
T0102,1.6324583333333331,-85.68957551732757,-87.23587551732757,-22.09,85.68957551732757,87.23587551732757,22.09,1.0,0.07,87.23587551732757,0.0
T0103,1.6324583333333331,-85.68957551732757,-87.32407551732757,-23.35,85.68957551732757,87.32407551732757,23.35,1.0,0.07,87.32407551732757,0.0
T0104,1.6324583333333331,-85.68957551732757,-88.98237551732757,-47.04,85.68957551732757,88.98237551732757,47.04,1.0,0.07,88.98237551732757,0.0
