t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T0041,1.6324583333333331,-184.1503653896416,-190.8283653896416,-95.4,184.1503653896416,190.8283653896416,95.4,1.0,0.07,190.8283653896416,0.0
T0042,1.6324583333333331,-184.1503653896416,-190.8283653896416,-95.4,184.1503653896416,190.8283653896416,95.4,1.0,0.07,190.8283653896416,0.0
T0043,1.6324583333333331,-184.1503653896416,-190.8283653896416,-95.4,184.1503653896416,190.8283653896416,95.4,1.0,0.07,190.8283653896416,0.0
T0044,1.6324583333333331,-184.1503653896416,-190.07726538964158,-84.67,184.1503653896416,190.07726538964158,84.67,1.0,0.07,190.07726538964158,0.0
T0045,1.6324583333333331,-184.1503653896416,-188.8767653896416,-67.52,184.1503653896416,188.8767653896416,67.52,1.0,0.07,188.8767653896416,0.0
T0046,1.6324583333333331,-184.1503653896416,-188.31956538964158,-59.559999999999995,184.1503653896416,188.31956538964158,59.559999999999995,1.0,0.07,188.31956538964158,0.0
T0047,1.6324583333333331,-184.1503653896416,-188.3286653896416,-59.69,184.1503653896416,188.3286653896416,59.69,1.0,0.07,188.3286653896416,0.0
T0048,1.6324583333333331,-184.1503653896416,-187.3934653896416,-46.33,184.1503653896416,187.3934653896416,46.33,1.0,0.07,187.3934653896416,0.0
T0049,1.6324583333333331,-184.1503653896416,-186.0123653896416,-26.6,184.1503653896416,186.0123653896416,26.6,1.0,0.07,186.0123653896416,0.0
T0050,1.6324583333333331,-184.1503653896416,-186.1103653896416,-28.0,184.1503653896416,186.1103653896416,28.0,1.0,0.07,186.1103653896416,0.0
T0051,1.6324583333333331,-184.1503653896416,-186.1103653896416,-28.0,184.1503653896416,186.1103653896416,28.0,1.0,0.07,186.1103653896416,0.0
T0052,1.6324583333333331,-184.1503653896416,-186.0151653896416,-26.64,184.1503653896416,186.0151653896416,26.64,1.0,0.07,186.0151653896416,0.0
