t,dual_CO2_Liq,p_CO2_Liq,dual_Electricity,p_Electricity,comp_in_CO2_Liq,comp_in_Electricity,comp_out_CO2_Comp,wedge_0.07_p_el,store_volume,store_charge_Fuelusetotal,store_discharge,dual_storage_balance_lambda,dual_soc_max_mu,dual_terminal_soc_nu,comp_on,store_charge_on,store_discharge_on,any_activity,idle_but_priced
T4968,-57.382450000000006,57.382450000000006,-154.04,154.04,1.6324583333333331,0.11427208333333333,1.6324583333333331,10.7828,39.18149999999995,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4969,-57.382450000000006,57.382450000000006,-139.64,139.64,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.7748,39.18199999999995,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4970,-57.382450000000006,57.382450000000006,-137.62,137.62,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.633400000000002,39.182499999999955,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4971,-57.382450000000006,57.382450000000006,-137.62,137.62,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.633400000000002,39.18299999999996,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4972,-57.382450000000006,57.382450000000006,-139.79,139.79,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.785300000000001,39.18349999999996,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4973,-57.382450000000006,57.382450000000006,-137.62,137.62,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.633400000000002,39.18399999999996,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4974,-57.382450000000006,57.382450000000006,-173.03,173.03,1.6324583333333331,0.11427208333333333,1.6324583333333331,12.112100000000002,39.184499999999964,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4975,-57.382450000000006,57.382450000000006,-169.16,169.16,1.6324583333333331,0.11427208333333333,1.6324583333333331,11.8412,39.18499999999997,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4976,-57.382450000000006,57.382450000000006,-173.0,173.0,1.6324583333333331,0.11427208333333333,1.6324583333333331,12.110000000000001,39.18549999999997,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4977,-57.382450000000006,57.382450000000006,-173.06,173.06,1.6324583333333331,0.11427208333333333,1.6324583333333331,12.114200000000002,39.18599999999997,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4978,-57.382450000000006,57.382450000000006,-173.14,173.14,1.6324583333333331,0.11427208333333333,1.6324583333333331,12.1198,39.186499999999974,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4979,-57.382450000000006,57.382450000000006,-189.94,189.94,1.6324583333333331,0.11427208333333333,1.6324583333333331,13.295800000000002,39.186999999999976,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4980,-57.382450000000006,57.382450000000006,-189.92,189.92,1.6324583333333331,0.11427208333333333,1.6324583333333331,13.2944,39.18749999999998,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4981,-57.382450000000006,57.382450000000006,-219.44,219.44,1.6324583333333331,0.11427208333333333,1.6324583333333331,15.360800000000001,39.18799999999998,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4982,-57.382450000000006,57.382450000000006,-235.2,235.2,1.6324583333333331,0.11427208333333333,1.6324583333333331,16.464000000000002,39.18849999999998,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4983,-57.382450000000006,57.382450000000006,-267.0,267.0,1.6324583333333331,0.11427208333333333,1.6324583333333331,18.69,39.188999999999986,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4984,-57.382450000000006,57.382450000000006,-282.1,282.1,1.6324583333333331,0.11427208333333333,1.6324583333333331,19.747000000000003,39.18949999999999,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4985,-57.382450000000006,57.382450000000006,-254.54,254.54,1.6324583333333331,0.11427208333333333,1.6324583333333331,17.817800000000002,39.18999999999999,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4986,-57.382450000000006,57.382450000000006,-232.83,232.83,1.6324583333333331,0.11427208333333333,1.6324583333333331,16.2981,39.19049999999999,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4987,-57.382450000000006,57.382450000000006,-295.94,295.94,1.6324583333333331,0.11427208333333333,1.6324583333333331,20.7158,39.190999999999995,0.0004999999999999449,0.0,57.382450000000006,0.14384999999999337,-13.565740000000002,True,True,False,True,False
T4988,-57.5263,57.5263,-487.08,487.08,1.6324583333333331,0.11427208333333333,1.6324583333333331,34.095600000000005,37.55854166666666,0.0,1.6324583333333331,57.5263,0.0,-13.565740000000002,True,False,True,True,False
T4989,-57.5263,57.5263,-467.8,467.8,1.6324583333333331,0.11427208333333333,1.6324583333333331,32.746,35.92608333333333,0.0,1.6324583333333331,57.5263,0.0,-13.565740000000002,True,False,True,True,False
